passages,query,question,query_type,reasoning,answer_passage,answer,messages
"['Bernhard is a lion.', 'Brian is a lion.', 'Julius is a rhino.', 'Greg is a lion.', 'Bernhard is gray.', 'Greg is gray.', 'Lily is a rhino.', 'Brian is gray.', 'Julius is white.']","Answer the question based on the context:
Bernhard is a lion.
Brian is a lion.
Julius is a rhino.
Greg is a lion.
Bernhard is gray.
Greg is gray.
Lily is a rhino.
Brian is gray.
Julius is white.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a rhino.', 'Lily is a rhino.', 'Julius is white.']",white,"[{'content': 'Answer the question based on the context:\nBernhard is a lion.\nBrian is a lion.\nJulius is a rhino.\nGreg is a lion.\nBernhard is gray.\nGreg is gray.\nLily is a rhino.\nBrian is gray.\nJulius is white.\nQuestion: What color is Lily? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['Sandra travelled to the bedroom.', 'Mary went to the hallway.']","Answer the question based on the context:
Sandra travelled to the bedroom.
Mary went to the hallway.
Question: Where is Mary? Only return the answer.
",Where is Mary?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Mary went to the hallway.'],hallway,"[{'content': 'Answer the question based on the context:\nSandra travelled to the bedroom.\nMary went to the hallway.\nQuestion: Where is Mary? Only return the answer.\n', 'role': 'user'}, {'content': 'hallway', 'role': 'assistant'}]"
"['Daniel went to the kitchen.', 'Mary went to the office.', 'Daniel grabbed the football there.', 'Sandra went to the bedroom.', 'Daniel dropped the football.', 'Sandra journeyed to the office.']","Answer the question based on the context:
Daniel went to the kitchen.
Mary went to the office.
Daniel grabbed the football there.
Sandra went to the bedroom.
Daniel dropped the football.
Sandra journeyed to the office.
Question: Where is the football? Only return the answer.
",Where is the football?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Daniel went to the kitchen.', 'Daniel dropped the football.']",kitchen,"[{'content': 'Answer the question based on the context:\nDaniel went to the kitchen.\nMary went to the office.\nDaniel grabbed the football there.\nSandra went to the bedroom.\nDaniel dropped the football.\nSandra journeyed to the office.\nQuestion: Where is the football? Only return the answer.\n', 'role': 'user'}, {'content': 'kitchen', 'role': 'assistant'}]"
"['The kitchen is south of the office.', 'The bathroom is south of the kitchen.']","Answer the question based on the context:
The kitchen is south of the office.
The bathroom is south of the kitchen.
Question: What is the office north of? Only return the answer.
",What is the office north of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is south of the office.'],kitchen,"[{'content': 'Answer the question based on the context:\nThe kitchen is south of the office.\nThe bathroom is south of the kitchen.\nQuestion: What is the office north of? Only return the answer.\n', 'role': 'user'}, {'content': 'kitchen', 'role': 'assistant'}]"
"['Mary and Sandra journeyed to the kitchen.', 'Mary and Daniel moved to the hallway.']","Answer the question based on the context:
Mary and Sandra journeyed to the kitchen.
Mary and Daniel moved to the hallway.
Question: Where is Sandra? Only return the answer.
",Where is Sandra?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Mary and Sandra journeyed to the kitchen.'],kitchen,"[{'content': 'Answer the question based on the context:\nMary and Sandra journeyed to the kitchen.\nMary and Daniel moved to the hallway.\nQuestion: Where is Sandra? Only return the answer.\n', 'role': 'user'}, {'content': 'kitchen', 'role': 'assistant'}]"
"['This morning Mary moved to the park.', 'Mary moved to the office yesterday.']","Answer the question based on the context:
This morning Mary moved to the park.
Mary moved to the office yesterday.
Question: Where was Mary before the park? Only return the answer.
",Where was Mary before the park?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Mary moved to the park.', 'Mary moved to the office yesterday.']",office,"[{'content': 'Answer the question based on the context:\nThis morning Mary moved to the park.\nMary moved to the office yesterday.\nQuestion: Where was Mary before the park? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Sandra took the football there.', 'John went back to the bedroom.']","Answer the question based on the context:
Sandra took the football there.
John went back to the bedroom.
Question: How many objects is Sandra carrying? Only return the answer.
",How many objects is Sandra carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Sandra took the football there.'],one,"[{'content': 'Answer the question based on the context:\nSandra took the football there.\nJohn went back to the bedroom.\nQuestion: How many objects is Sandra carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'one', 'role': 'assistant'}]"
"['The bathroom is south of the hallway.', 'The bedroom is south of the bathroom.']","Answer the question based on the context:
The bathroom is south of the hallway.
The bedroom is south of the bathroom.
Question: What is south of the hallway? Only return the answer.
",What is south of the hallway?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is south of the hallway.'],bathroom,"[{'content': 'Answer the question based on the context:\nThe bathroom is south of the hallway.\nThe bedroom is south of the bathroom.\nQuestion: What is south of the hallway? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
"['Brian is a rhino.', 'Bernhard is a rhino.', 'Bernhard is green.', 'Brian is green.', 'Greg is a frog.', 'Julius is a swan.', 'Julius is yellow.', 'Greg is white.', 'Lily is a swan.']","Answer the question based on the context:
Brian is a rhino.
Bernhard is a rhino.
Bernhard is green.
Brian is green.
Greg is a frog.
Julius is a swan.
Julius is yellow.
Greg is white.
Lily is a swan.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a swan.', 'Julius is yellow.', 'Lily is a swan.']",yellow,"[{'content': 'Answer the question based on the context:\nBrian is a rhino.\nBernhard is a rhino.\nBernhard is green.\nBrian is green.\nGreg is a frog.\nJulius is a swan.\nJulius is yellow.\nGreg is white.\nLily is a swan.\nQuestion: What color is Lily? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['Wolves are afraid of cats.', 'Cats are afraid of mice.', 'Sheep are afraid of cats.', 'Jessica is a cat.', 'Emily is a cat.', 'Gertrude is a wolf.', 'Winona is a cat.', 'Mice are afraid of wolves.']","Answer the question based on the context:
Wolves are afraid of cats.
Cats are afraid of mice.
Sheep are afraid of cats.
Jessica is a cat.
Emily is a cat.
Gertrude is a wolf.
Winona is a cat.
Mice are afraid of wolves.
Question: What is emily afraid of? Only return the answer.
",What is emily afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Cats are afraid of mice.', 'Emily is a cat.']",mouse,"[{'content': 'Answer the question based on the context:\nWolves are afraid of cats.\nCats are afraid of mice.\nSheep are afraid of cats.\nJessica is a cat.\nEmily is a cat.\nGertrude is a wolf.\nWinona is a cat.\nMice are afraid of wolves.\nQuestion: What is emily afraid of? Only return the answer.\n', 'role': 'user'}, {'content': 'mouse', 'role': 'assistant'}]"
"['Lily is a lion.', 'Brian is a rhino.', 'Bernhard is a rhino.', 'Brian is yellow.', 'Lily is gray.', 'Bernhard is yellow.', 'Julius is a frog.', 'Julius is gray.', 'Greg is a lion.']","Answer the question based on the context:
Lily is a lion.
Brian is a rhino.
Bernhard is a rhino.
Brian is yellow.
Lily is gray.
Bernhard is yellow.
Julius is a frog.
Julius is gray.
Greg is a lion.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a lion.', 'Lily is gray.', 'Greg is a lion.']",gray,"[{'content': 'Answer the question based on the context:\nLily is a lion.\nBrian is a rhino.\nBernhard is a rhino.\nBrian is yellow.\nLily is gray.\nBernhard is yellow.\nJulius is a frog.\nJulius is gray.\nGreg is a lion.\nQuestion: What color is Greg? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['Julius is a lion.', 'Brian is a lion.', 'Brian is yellow.', 'Lily is a swan.', 'Greg is a frog.', 'Lily is yellow.', 'Greg is yellow.', 'Julius is yellow.', 'Bernhard is a frog.']","Answer the question based on the context:
Julius is a lion.
Brian is a lion.
Brian is yellow.
Lily is a swan.
Greg is a frog.
Lily is yellow.
Greg is yellow.
Julius is yellow.
Bernhard is a frog.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a frog.', 'Greg is yellow.', 'Bernhard is a frog.']",yellow,"[{'content': 'Answer the question based on the context:\nJulius is a lion.\nBrian is a lion.\nBrian is yellow.\nLily is a swan.\nGreg is a frog.\nLily is yellow.\nGreg is yellow.\nJulius is yellow.\nBernhard is a frog.\nQuestion: What color is Bernhard? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
