passages,query,question,query_type,reasoning,answer_passage,answer
"['Greg is a swan.', 'Brian is a swan.', 'Bernhard is a lion.', 'Bernhard is white.', 'Lily is a frog.', 'Greg is gray.', 'Julius is a frog.', 'Julius is white.', 'Lily is white.']","Answer the question based on the context:
Greg is a swan.
Brian is a swan.
Bernhard is a lion.
Bernhard is white.
Lily is a frog.
Greg is gray.
Julius is a frog.
Julius is white.
Lily is white.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a swan.', 'Brian is a swan.', 'Greg is gray.']",gray
"['The office is west of the garden.', 'The hallway is east of the garden.']","Answer the question based on the context:
The office is west of the garden.
The hallway is east of the garden.
Question: What is west of the garden? Only return the answer.
",What is west of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is west of the garden.'],office
"['Daniel journeyed to the garden.', 'John moved to the garden.']","Answer the question based on the context:
Daniel journeyed to the garden.
John moved to the garden.
Question: Where is Daniel? Only return the answer.
",Where is Daniel?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Daniel journeyed to the garden.'],garden
"['Wolves are afraid of mice.', 'Cats are afraid of sheep.', 'Sheep are afraid of wolves.', 'Jessica is a cat.', 'Mice are afraid of wolves.', 'Emily is a sheep.', 'Winona is a cat.', 'Gertrude is a mouse.']","Answer the question based on the context:
Wolves are afraid of mice.
Cats are afraid of sheep.
Sheep are afraid of wolves.
Jessica is a cat.
Mice are afraid of wolves.
Emily is a sheep.
Winona is a cat.
Gertrude is a mouse.
Question: What is emily afraid of? Only return the answer.
",What is emily afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Sheep are afraid of wolves.', 'Emily is a sheep.']",wolf
"['Daniel moved to the kitchen.', 'John picked up the football there.']","Answer the question based on the context:
Daniel moved to the kitchen.
John picked up the football there.
Question: How many objects is John carrying? Only return the answer.
",How many objects is John carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['John picked up the football there.'],one
"['Bill went back to the cinema yesterday.', 'Julie went to the school this morning.', 'Fred went to the park yesterday.', 'Yesterday Julie went to the office.']","Answer the question based on the context:
Bill went back to the cinema yesterday.
Julie went to the school this morning.
Fred went to the park yesterday.
Yesterday Julie went to the office.
Question: Where was Julie before the school? Only return the answer.
",Where was Julie before the school?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Julie went to the school this morning.', 'Yesterday Julie went to the office.']",office
"['The kitchen is east of the office.', 'The garden is east of the kitchen.']","Answer the question based on the context:
The kitchen is east of the office.
The garden is east of the kitchen.
Question: What is east of the kitchen? Only return the answer.
",What is east of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is east of the kitchen.'],garden
"['The kitchen is east of the bathroom.', 'The hallway is east of the kitchen.']","Answer the question based on the context:
The kitchen is east of the bathroom.
The hallway is east of the kitchen.
Question: What is the kitchen west of? Only return the answer.
",What is the kitchen west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is east of the kitchen.'],hallway
"['The yellow square is below the pink rectangle.', 'The red sphere is below the yellow square.']","Answer the question based on the context:
The yellow square is below the pink rectangle.
The red sphere is below the yellow square.
Question: Is the red sphere below the pink rectangle? Only return the answer.
",Is the red sphere below the pink rectangle?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The yellow square is below the pink rectangle.', 'The red sphere is below the yellow square.']",yes
"['The bathroom is south of the bedroom.', 'The bathroom is north of the office.']","Answer the question based on the context:
The bathroom is south of the bedroom.
The bathroom is north of the office.
Question: What is the bedroom north of? Only return the answer.
",What is the bedroom north of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is south of the bedroom.'],bathroom
"['Mary went back to the bathroom.', 'John moved to the bedroom.', 'Mary moved to the kitchen.', 'Mary went to the garden.', 'Sandra picked up the milk there.', 'Mary travelled to the bedroom.']","Answer the question based on the context:
Mary went back to the bathroom.
John moved to the bedroom.
Mary moved to the kitchen.
Mary went to the garden.
Sandra picked up the milk there.
Mary travelled to the bedroom.
Question: How many objects is Sandra carrying? Only return the answer.
",How many objects is Sandra carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Sandra picked up the milk there.'],one
"['The box of chocolates is bigger than the chocolate.', 'The box is bigger than the suitcase.', 'The container is bigger than the box of chocolates.', 'The chocolate fits inside the container.', 'The box of chocolates fits inside the chest.']","Answer the question based on the context:
The box of chocolates is bigger than the chocolate.
The box is bigger than the suitcase.
The container is bigger than the box of chocolates.
The chocolate fits inside the container.
The box of chocolates fits inside the chest.
Question: Does the container fit in the chocolate? Only return the answer.
",Does the container fit in the chocolate?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The box of chocolates is bigger than the chocolate.', 'The container is bigger than the box of chocolates.']",no
"['John went to the bedroom.', 'Daniel journeyed to the bedroom.']","Answer the question based on the context:
John went to the bedroom.
Daniel journeyed to the bedroom.
Question: Where is John? Only return the answer.
",Where is John?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['John went to the bedroom.'],bedroom
"['Lily is a lion.', 'Julius is a rhino.', 'Julius is white.', 'Brian is a swan.', 'Bernhard is a frog.', 'Brian is gray.', 'Lily is white.', 'Greg is a frog.', 'Greg is gray.']","Answer the question based on the context:
Lily is a lion.
Julius is a rhino.
Julius is white.
Brian is a swan.
Bernhard is a frog.
Brian is gray.
Lily is white.
Greg is a frog.
Greg is gray.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Greg is a frog.', 'Greg is gray.']",gray
